,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,icao_code,iata_code,gps_code,local_code,home_link,wikipedia_link,keywords
38863,3442,KCDC,medium_airport,Cedar City Regional Airport,37.70100021362305,-113.0989990234375,5622.0,,US,US-UT,Cedar City,yes,KCDC,CDC,KCDC,CDC,,https://en.wikipedia.org/wiki/Cedar_City_Regional_Airport,
38892,3448,KCHA,medium_airport,Chattanooga Metropolitan Airport (Lovell Field),35.035301,-85.203796,683.0,,US,US-TN,Chattanooga,yes,KCHA,CHA,KCHA,CHA,https://www.flycha.com/,https://en.wikipedia.org/wiki/Chattanooga_Metropolitan_Airport,
38896,3449,KCHO,medium_airport,Charlottesville Albemarle Airport,38.13859939575195,-78.4529037475586,639.0,,US,US-VA,Charlottesville,yes,KCHO,CHO,KCHO,CHO,,https://en.wikipedia.org/wiki/Charlottesville-Albemarle_Airport,
38898,3450,KCHS,large_airport,Charleston International Airport,32.896159,-80.038151,46.0,,US,US-SC,Charleston,yes,KCHS,CHS,KCHS,CHS,https://www.iflychs.com/,https://en.wikipedia.org/wiki/Charleston_International_Airport,Charleston Air Force Base
38902,3451,KCID,medium_airport,The Eastern Iowa Airport,41.884701,-91.7108,869.0,,US,US-IA,Cedar Rapids,yes,KCID,CID,KCID,CID,,https://en.wikipedia.org/wiki/The_Eastern_Iowa_Airport,Cedar Rapids Municipal
38906,3452,KCIU,medium_airport,Chippewa County International Airport,46.242038,-84.462082,800.0,,US,US-MI,Kincheloe,yes,KCIU,CIU,KCIU,CIU,,https://en.wikipedia.org/wiki/Chippewa_County_International_Airport,"Sault Sainte Marie, Sault Ste Marie"
38909,3453,KCKB,medium_airport,North Central West Virginia Airport,39.2966,-80.228104,1217.0,,US,US-WV,Bridgeport,yes,KCKB,CKB,KCKB,CKB,,https://en.wikipedia.org/wiki/Harrison/Marion_Regional_Airport,
38919,3454,KCLE,large_airport,Cleveland Hopkins International Airport,41.411701,-81.8498,791.0,,US,US-OH,Cleveland,yes,KCLE,CLE,KCLE,CLE,http://www.clevelandairport.com/,https://en.wikipedia.org/wiki/Cleveland_Hopkins_International_Airport,
38922,3455,KCLL,medium_airport,Easterwood Field,30.5886,-96.3638,320.0,,US,US-TX,College Station,yes,KCLL,CLL,KCLL,CLL,https://flyeasterwood.com/,https://en.wikipedia.org/wiki/Easterwood_Airport,
38926,3457,KCLT,large_airport,Charlotte Douglas International Airport,35.2140007019043,-80.94309997558594,748.0,,US,US-NC,Charlotte,yes,KCLT,CLT,KCLT,CLT,http://www.charlotteairport.com/,https://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,
38930,3458,KCMH,large_airport,John Glenn Columbus International Airport,39.998001,-82.891899,815.0,,US,US-OH,Columbus,yes,KCMH,CMH,KCMH,CMH,https://flycolumbus.com/,https://en.wikipedia.org/wiki/John_Glenn_Columbus_International_Airport,
38931,3459,KCMI,medium_airport,University of Illinois Willard Airport,40.039819,-88.276249,755.0,,US,US-IL,Savoy,yes,KCMI,CMI,KCMI,CMI,,https://en.wikipedia.org/wiki/University_of_Illinois_Willard_Airport,"Champaign, Urbana"
38933,3460,KCMX,medium_airport,Houghton County Memorial Airport,47.168399810791016,-88.48909759521484,1095.0,,US,US-MI,Hancock,yes,KCMX,CMX,KCMX,CMX,,https://en.wikipedia.org/wiki/Houghton_County_Memorial_Airport,
38946,19530,KCOD,medium_airport,Yellowstone Regional Airport,44.520199,-109.024002,5102.0,,US,US-WY,Cody,yes,KCOD,COD,KCOD,COD,http://www.flyyra.com/,https://en.wikipedia.org/wiki/Yellowstone_Regional_Airport,
38953,3463,KCOS,large_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,6187.0,,US,US-CO,Colorado Springs,yes,KCOS,COS,KCOS,COS,https://flycos.coloradosprings.gov/,https://en.wikipedia.org/wiki/Colorado_Springs_Airport,"Peterson SFB, Colorado Springs Airport"
38955,3464,KCOU,medium_airport,Columbia Regional Airport,38.8181,-92.219597,889.0,,US,US-MO,Columbia,yes,KCOU,COU,KCOU,COU,,https://en.wikipedia.org/wiki/Columbia_Regional_Airport,
38959,3465,KCPR,medium_airport,Casper-Natrona County International Airport,42.907381,-106.461609,5350.0,,US,US-WY,Casper,yes,KCPR,CPR,KCPR,CPR,,https://en.wikipedia.org/wiki/Natrona_County_International_Airport,
38972,3466,KCRP,medium_airport,Corpus Christi International Airport,27.770399,-97.501198,44.0,,US,US-TX,Corpus Christi,yes,KCRP,CRP,KCRP,CRP,,https://en.wikipedia.org/wiki/Corpus_Christi_International_Airport,
38973,19552,KCRQ,medium_airport,McClellan-Palomar Airport,33.1283,-117.279999,331.0,,US,US-CA,Carlsbad,yes,KCRQ,CLD,KCRQ,CRQ,,https://en.wikipedia.org/wiki/McClellan-Palomar_Airport,
38976,3467,KCRW,medium_airport,Yeager Airport,38.3731,-81.593201,981.0,,US,US-WV,Charleston,yes,KCRW,CRW,KCRW,CRW,,https://en.wikipedia.org/wiki/Yeager_Airport,
38994,3471,KCVG,large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,896.0,,US,US-KY,Cincinnati / Covington,yes,KCVG,CVG,KCVG,CVG,https://www.cvgairport.com/,https://en.wikipedia.org/wiki/Cincinnati/Northern_Kentucky_International_Airport,
39001,19571,KCWA,medium_airport,Central Wisconsin Airport,44.777448,-89.670238,1277.0,,US,US-WI,Mosinee,yes,KCWA,CWA,KCWA,CWA,,https://en.wikipedia.org/wiki/Central_Wisconsin_Airport,
39014,3476,KCYS,medium_airport,Cheyenne Regional Jerry Olson Field,41.155701,-104.811997,6159.0,,US,US-WY,Cheyenne,yes,KCYS,CYS,KCYS,CYS,,https://en.wikipedia.org/wiki/Cheyenne_Regional_Airport,
39050,3478,KDAB,medium_airport,Daytona Beach International Airport,29.18255,-81.059464,34.0,,US,US-FL,Daytona Beach,yes,KDAB,DAB,KDAB,DAB,,https://en.wikipedia.org/wiki/Daytona_Beach_International_Airport,
39053,3479,KDAL,large_airport,Dallas Love Field,32.844776,-96.847653,487.0,,US,US-TX,Dallas,yes,KDAL,DAL,KDAL,DAL,http://www.dallas-lovefield.com/,https://en.wikipedia.org/wiki/Dallas_Love_Field,QDF
39056,3481,KDAY,medium_airport,James M. Cox Dayton International Airport,39.902401,-84.219398,1009.0,,US,US-OH,Dayton,yes,KDAY,DAY,KDAY,DAY,https://flydayton.com,https://en.wikipedia.org/wiki/Dayton_International_Airport,
39059,3483,KDCA,large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,15.0,,US,US-DC,Washington,yes,KDCA,DCA,KDCA,DCA,http://www.flyreagan.com/dca/reagan-national-airport,https://en.wikipedia.org/wiki/Ronald_Reagan_Washington_National_Airport,WAS
39063,3484,KDDC,medium_airport,Dodge City Regional Airport,37.76340103149414,-99.9655990600586,2594.0,,US,US-KS,Dodge City,yes,KDDC,DDC,KDDC,DDC,,https://en.wikipedia.org/wiki/Dodge_City_Regional_Airport,
39065,3485,KDEC,medium_airport,Decatur Airport,39.834598541259766,-88.8656997680664,682.0,,US,US-IL,Decatur,yes,KDEC,DEC,KDEC,DEC,,https://en.wikipedia.org/wiki/Decatur_Airport,
39068,3486,KDEN,large_airport,Denver International Airport,39.860027,-104.673792,5431.0,,US,US-CO,Denver,yes,KDEN,DEN,KDEN,DEN,http://www.flydenver.com/,https://en.wikipedia.org/wiki/Denver_International_Airport,"DVX, KVDX"
39073,3488,KDFW,large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,607.0,,US,US-TX,Dallas-Fort Worth,yes,KDFW,DFW,KDFW,DFW,https://www.dfwairport.com/,https://en.wikipedia.org/wiki/Dallas/Fort_Worth_International_Airport,QDF
39076,3489,KDHN,medium_airport,Dothan Regional Airport,31.321300506591797,-85.44960021972656,401.0,,US,US-AL,Dothan,yes,KDHN,DHN,KDHN,DHN,,https://en.wikipedia.org/wiki/Dothan_Regional_Airport,
39079,19630,KDIK,medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,2592.0,,US,US-ND,Dickinson,yes,KDIK,DIK,KDIK,DIK,http://dickinsonairport.com/,https://en.wikipedia.org/wiki/Dickinson_Theodore_Roosevelt_Regional_Airport,
39086,3491,KDLH,medium_airport,Duluth International Airport,46.841873,-92.198746,1428.0,,US,US-MN,Duluth,yes,KDLH,DLH,KDLH,DLH,http://www.duluthairport.com/,https://en.wikipedia.org/wiki/Duluth_International_Airport,"LKI, Duluth Air National Guard Base, Lakeside AFB"
39108,19654,KDRO,medium_airport,Durango La Plata County Airport,37.151501,-107.753998,6685.0,,US,US-CO,Durango,yes,KDRO,DRO,KDRO,DRO,http://www.durangogov.org/airport/index.cfm,https://en.wikipedia.org/wiki/Durango-La_Plata_County_Airport,
39112,3496,KDSM,large_airport,Des Moines International Airport,41.534027,-93.656719,958.0,,US,US-IA,Des Moines,yes,KDSM,DSM,KDSM,DSM,,https://en.wikipedia.org/wiki/Des_Moines_International_Airport,
39119,3497,KDTW,large_airport,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,645.0,,US,US-MI,Detroit,yes,KDTW,DTW,KDTW,DTW,http://www.metroairport.com/,https://en.wikipedia.org/wiki/Detroit_Metropolitan_Airport,"DTT, Detroit Metro Airport"
39127,19668,KDVL,medium_airport,Devils Lake Regional Airport,48.115454,-98.908796,1456.0,,US,US-ND,Devils Lake,yes,KDVL,DVL,KDVL,DVL,http://www.devilslakeairport.com/,https://en.wikipedia.org/wiki/Devils_Lake_Regional_Airport,
39499,19716,KEAR,medium_airport,Kearney Regional Airport,40.727001,-99.006798,2131.0,,US,US-NE,Kearney,yes,KEAR,EAR,KEAR,EAR,,https://en.wikipedia.org/wiki/Kearney_Municipal_Airport,
39501,3501,KEAU,medium_airport,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605467,913.0,,US,US-WI,Eau Claire,yes,KEAU,EAU,KEAU,EAU,,https://en.wikipedia.org/wiki/Chippewa_Valley_Regional_Airport,
39508,46530,KECP,medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,69.0,,US,US-FL,Panama City Beach,yes,KECP,ECP,KECP,ECP,http://iflybeaches.com,https://en.wikipedia.org/wiki/Northwest_Florida_Beaches_International_Airport,Northwest Florida Beaches International Airport
39528,3505,KEGE,medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,6548.0,,US,US-CO,Eagle,yes,KEGE,EGE,KEGE,EGE,http://www.eaglecounty.us/airport/,https://en.wikipedia.org/wiki/Eagle_County_Regional_Airport,
39542,3508,KEKO,medium_airport,Elko Regional Airport,40.82490158081055,-115.79199981689452,5140.0,,US,US-NV,Elko,yes,KEKO,EKO,KEKO,EKO,,https://en.wikipedia.org/wiki/Elko_Regional_Airport,
39550,3510,KELM,medium_airport,Elmira Corning Regional Airport,42.1599006652832,-76.8916015625,954.0,,US,US-NY,Elmira/Corning,yes,KELM,ELM,KELM,ELM,,https://en.wikipedia.org/wiki/Elmira-Corning_Regional_Airport,
39553,3512,KELP,large_airport,El Paso International Airport,31.809908,-106.375607,3959.0,,US,US-TX,El Paso,yes,KELP,ELP,KELP,ELP,https://elpasointernationalairport.com/,https://en.wikipedia.org/wiki/El_Paso_International_Airport,
39572,3515,KERI,medium_airport,Erie International Tom Ridge Field,42.083127,-80.173867,732.0,,US,US-PA,Erie,yes,KERI,ERI,KERI,ERI,,https://en.wikipedia.org/wiki/Erie_International_Airport,
39576,19770,KESC,medium_airport,Delta County Airport,45.723199,-87.088623,609.0,,US,US-MI,Escanaba,yes,KESC,ESC,KESC,ESC,,https://en.wikipedia.org/wiki/Delta_County_Airport,
39586,3517,KEUG,medium_airport,Eugene Airport,44.124599,-123.211998,374.0,,US,US-OR,Eugene,yes,KEUG,EUG,KEUG,EUG,https://flyeug.com,https://en.wikipedia.org/wiki/Eugene_Airport,Mahlon Sweet Field
39591,3518,KEVV,medium_airport,Evansville Regional Airport,38.0369987488,-87.5324020386,418.0,,US,US-IN,Evansville,yes,KEVV,EVV,KEVV,EVV,,https://en.wikipedia.org/wiki/Evansville_Regional_Airport,
39596,3520,KEWN,medium_airport,Coastal Carolina Regional Airport,35.0730018616,-77.04290008539999,18.0,,US,US-NC,New Bern,yes,KEWN,EWN,KEWN,EWN,,https://en.wikipedia.org/wiki/Craven_County_Regional_Airport,
39597,3521,KEWR,large_airport,Newark Liberty International Airport,40.6894,-74.170545,18.0,,US,US-NJ,Newark,yes,KEWR,EWR,KEWR,EWR,https://www.panynj.gov/CommutingTravel/airports/html/newarkliberty.html,https://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,"Manhattan, New York City, NYC"
39601,3522,KEYW,medium_airport,Key West International Airport,24.556119,-81.759579,3.0,,US,US-FL,Key West,yes,KEYW,EYW,KEYW,EYW,,https://en.wikipedia.org/wiki/Key_West_International_Airport,
39655,3523,KFAR,medium_airport,Hector International Airport,46.9207,-96.815804,902.0,,US,US-ND,Fargo,yes,KFAR,FAR,KFAR,FAR,http://www.fargoairport.com/,https://en.wikipedia.org/wiki/Hector_International_Airport,"119th Wing, Happy Hooligans"
39656,3524,KFAT,large_airport,Fresno Yosemite International Airport,36.775767,-119.718018,336.0,,US,US-CA,Fresno,yes,KFAT,FAT,KFAT,FAT,https://flyfresno.com/,https://en.wikipedia.org/wiki/Fresno_Yosemite_International_Airport,
39657,3525,KFAY,medium_airport,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,189.0,,US,US-NC,Fayetteville,yes,KFAY,FAY,KFAY,FAY,,https://en.wikipedia.org/wiki/Fayetteville_Regional_Airport,
39694,3530,KFLG,medium_airport,Flagstaff Pulliam Airport,35.139757,-111.669826,7014.0,,US,US-AZ,Flagstaff,yes,KFLG,FLG,KFLG,FLG,,https://en.wikipedia.org/wiki/Flagstaff_Pulliam_Airport,
39695,3531,KFLL,large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,9.0,,US,US-FL,Fort Lauderdale,yes,KFLL,FLL,KFLL,FLL,http://www.broward.org/airport,https://en.wikipedia.org/wiki/Fort_Lauderdale–Hollywood_International_Airport,"MFW, South Florida"
39704,19881,KFMN,medium_airport,Four Corners Regional Airport,36.741199,-108.230003,5506.0,,US,US-NM,Farmington,no,KFMN,FMN,KFMN,FMN,,https://en.wikipedia.org/wiki/Four_Corners_Regional_Airport,
39709,3535,KFNT,medium_airport,Bishop International Airport,42.969294,-83.743355,782.0,,US,US-MI,Flint,yes,KFNT,FNT,KFNT,FNT,https://bishopairport.org,https://en.wikipedia.org/wiki/Bishop_International_Airport,
39711,3536,KFOD,medium_airport,Fort Dodge Regional Airport,42.552624,-94.191237,1156.0,,US,US-IA,Fort Dodge,yes,KFOD,FOD,KFOD,FOD,,https://en.wikipedia.org/wiki/Fort_Dodge_Regional_Airport,
39725,3541,KFSD,medium_airport,Sioux Falls Regional Airport,43.585463,-96.741152,1429.0,,US,US-SD,Sioux Falls,yes,KFSD,FSD,KFSD,FSD,http://www.sfairport.com/,https://en.wikipedia.org/wiki/Sioux_Falls_Regional_Airport,"Joe Foss Field, Fighting Lobos, Sioux Falls Army Air Base, 114th Fighter Wing, Sioux Falls Regional Airport"
39729,3543,KFSM,medium_airport,Fort Smith Regional Airport,35.336601,-94.367401,469.0,,US,US-AR,Fort Smith,yes,KFSM,FSM,KFSM,FSM,,https://en.wikipedia.org/wiki/Fort_Smith_Regional_Airport,
39742,3547,KFWA,medium_airport,Fort Wayne International Airport,40.978896,-85.194465,814.0,,US,US-IN,Fort Wayne,yes,KFWA,FWA,KFWA,FWA,https://fwairport.com/,https://en.wikipedia.org/wiki/Fort_Wayne_International_Airport,Baer Field
39819,19929,KGCC,medium_airport,Northeast Wyoming Regional Airport,44.3489,-105.539001,4365.0,,US,US-WY,Gillette,yes,KGCC,GCC,KGCC,GCC,http://www.iflygillette.com/,https://en.wikipedia.org/wiki/Gillette%E2%80%93Campbell_County_Airport,Gillette Campbell County Airport
39821,3550,KGCK,medium_airport,Garden City Regional Airport,37.9275016785,-100.723999023,2891.0,,US,US-KS,Garden City,yes,KGCK,GCK,KGCK,GCK,,https://en.wikipedia.org/wiki/Garden_City_Regional_Airport,
39832,3552,KGEG,large_airport,Spokane International Airport,47.6199,-117.533997,2376.0,,US,US-WA,Spokane,yes,KGEG,GEG,KGEG,GEG,https://spokaneairports.net/,https://en.wikipedia.org/wiki/Spokane_International_Airport,
39840,3553,KGFK,medium_airport,Grand Forks International Airport,47.949299,-97.176102,845.0,,US,US-ND,Grand Forks,yes,KGFK,GFK,KGFK,GFK,http://www.gfkairport.com/,https://en.wikipedia.org/wiki/Grand_Forks_International_Airport,
39845,3555,KGGG,medium_airport,East Texas Regional Airport,32.38399887084961,-94.71150207519533,365.0,,US,US-TX,Longview,yes,KGGG,GGG,KGGG,GGG,,https://en.wikipedia.org/wiki/East_Texas_Regional_Airport,
39854,3557,KGJT,medium_airport,Grand Junction Regional Airport,39.126663,-108.529387,4858.0,,US,US-CO,Grand Junction,yes,KGJT,GJT,KGJT,GJT,http://www.gjairport.com/,https://en.wikipedia.org/wiki/Grand_Junction_Regional_Airport,
39872,3559,KGNV,medium_airport,Gainesville Regional Airport,29.6900997162,-82.2717971802,152.0,,US,US-FL,Gainesville,yes,KGNV,GNV,KGNV,GNV,,https://en.wikipedia.org/wiki/Gainesville_Regional_Airport,
39879,3527,KGPI,medium_airport,Glacier Park International Airport,48.310501,-114.255997,2977.0,,US,US-MT,Kalispell,yes,KGPI,FCA,KGPI,GPI,http://www.iflyglacier.com/,https://en.wikipedia.org/wiki/Glacier_Park_International_Airport,Formerly KFCA
39881,3561,KGPT,medium_airport,Gulfport Biloxi International Airport,30.405582,-89.069836,28.0,,US,US-MS,Gulfport,yes,KGPT,GPT,KGPT,GPT,,https://en.wikipedia.org/wiki/Gulfport-Biloxi_International_Airport,
39884,3562,KGRB,medium_airport,Austin Straubel International Airport,44.483459,-88.130805,695.0,,US,US-WI,Green Bay,yes,KGRB,GRB,KGRB,GRB,,https://en.wikipedia.org/wiki/Austin_Straubel_International_Airport,
39888,3564,KGRI,medium_airport,Central Nebraska Regional Airport,40.967498779296875,-98.30960083007812,1847.0,,US,US-NE,Grand Island,yes,KGRI,GRI,KGRI,GRI,,https://en.wikipedia.org/wiki/Central_Nebraska_Regional_Airport,
39889,3565,KGRK,medium_airport,Killeen Regional Airport / Robert Gray Army Airfield,31.0672,-97.828903,1015.0,,US,US-TX,Fort Cavazos,yes,KGRK,GRK,KGRK,GRK,,https://en.wikipedia.org/wiki/Killeen_Regional_Airport,"Gray, Fort Hood, Robert Gray Army Airfield, Killeen/Fort Hood Regional"
39891,3566,KGRR,large_airport,Gerald R. Ford International Airport,42.880798,-85.522797,794.0,,US,US-MI,Grand Rapids,yes,KGRR,GRR,KGRR,GRR,,https://en.wikipedia.org/wiki/Gerald_R._Ford_International_Airport,
39894,3568,KGSO,large_airport,Piedmont Triad International Airport,36.09937,-79.937262,925.0,,US,US-NC,Greensboro,yes,KGSO,GSO,KGSO,GSO,https://flyfrompti.com,https://en.wikipedia.org/wiki/Piedmont_Triad_International_Airport,
39895,3569,KGSP,medium_airport,Greenville-Spartanburg International Airport,34.895699,-82.218903,964.0,,US,US-SC,Greenville/Greer/Spartanburg,yes,KGSP,GSP,KGSP,GSP,https://gspairport.com,https://en.wikipedia.org/wiki/Greenville-Spartanburg_International_Airport,Roger Milliken Field
39898,3571,KGTF,medium_airport,Great Falls International Airport,47.481998,-111.371002,3680.0,,US,US-MT,Great Falls,yes,KGTF,GTF,KGTF,GTF,,https://en.wikipedia.org/wiki/Great_Falls_International_Airport,
39900,19982,KGTR,medium_airport,Golden Triangle Regional Airport,33.450298,-88.5914,264.0,,US,US-MS,Columbus/W Point/Starkville,yes,KGTR,GTR,KGTR,GTR,,https://en.wikipedia.org/wiki/Golden_Triangle_Regional_Airport,
39902,19984,KGUC,medium_airport,Gunnison Crested Butte Regional Airport,38.534672,-106.934566,7680.0,,US,US-CO,Gunnison,yes,KGUC,GUC,KGUC,GUC,,https://en.wikipedia.org/wiki/Gunnison-Crested_Butte_Regional_Airport,
39971,20038,KHDN,medium_airport,Yampa Valley Airport,40.481201,-107.218002,6606.0,,US,US-CO,Hayden,yes,KHDN,HDN,KHDN,HDN,,https://en.wikipedia.org/wiki/Yampa_Valley_Airport,
39983,3577,KHGR,medium_airport,Hagerstown Regional Richard A Henson Field,39.708771,-77.728014,703.0,,US,US-MD,Hagerstown,yes,KHGR,HGR,KHGR,HGR,,https://en.wikipedia.org/wiki/Hagerstown_Regional_Airport,
39988,3579,KHIB,medium_airport,Range Regional Airport,47.384831,-92.836905,1354.0,,US,US-MN,Hibbing,yes,KHIB,HIB,KHIB,HIB,,https://en.wikipedia.org/wiki/Range_Regional_Airport,Chisholm Hibbing Airport
40002,3582,KHLN,medium_airport,Helena Regional Airport,46.6068,-111.983002,3877.0,,US,US-MT,Helena,yes,KHLN,HLN,KHLN,HLN,,https://en.wikipedia.org/wiki/Helena_Regional_Airport,
40013,20071,KHOB,medium_airport,Lea County Regional Airport,32.6875,-103.217003,3661.0,,US,US-NM,Hobbs,yes,KHOB,HOB,KHOB,HOB,,https://en.wikipedia.org/wiki/Lea_County_Regional_Airport,
40019,3588,KHOU,large_airport,William P. Hobby Airport,29.645336,-95.276812,46.0,,US,US-TX,Houston,yes,KHOU,HOU,KHOU,HOU,http://www.fly2houston.com/hobbyHome,https://en.wikipedia.org/wiki/William_P._Hobby_Airport,QHO
40020,3589,KHPN,medium_airport,Westchester County Airport,41.06700134277344,-73.70760345458984,439.0,,US,US-NY,White Plains,yes,KHPN,HPN,KHPN,HPN,,https://en.wikipedia.org/wiki/Westchester_County_Airport,"Manhattan, New York City, NYC"
40029,3591,KHRL,medium_airport,Valley International Airport,26.228500366210938,-97.65440368652344,36.0,,US,US-TX,Harlingen,yes,KHRL,HRL,KHRL,HRL,,https://en.wikipedia.org/wiki/Valley_International_Airport,
40043,3594,KHSV,medium_airport,Huntsville International Airport,34.636244,-86.774378,629.0,,US,US-AL,Huntsville,yes,KHSV,HSV,KHSV,HSV,http://www.flyhuntsville.com,https://en.wikipedia.org/wiki/Huntsville_International_Airport,Carl T. Jones Field
40047,3595,KHTS,medium_airport,Tri-State Airport / Milton J. Ferguson Field,38.366699,-82.557999,828.0,,US,US-WV,Huntington,yes,KHTS,HTS,KHTS,HTS,,https://en.wikipedia.org/wiki/Tri-State_Airport,
40064,20105,KHXD,medium_airport,Hilton Head Airport,32.2244,-80.697502,19.0,,US,US-SC,Hilton Head Island,yes,KHXD,HHH,KHXD,HXD,https://www.hiltonheadairport.com/,https://en.wikipedia.org/wiki/Hilton_Head_Airport,49J
40066,3600,KHYA,medium_airport,Cape Cod Gateway Airport,41.6693,-70.280403,54.0,,US,US-MA,Hyannis,yes,KHYA,HYA,KHYA,HYA,,https://en.wikipedia.org/wiki/Barnstable_Municipal_Airport,"Barnstable, Boardman Polando"
40069,20109,KHYS,medium_airport,Hays Regional Airport,38.844521,-99.273148,1999.0,,US,US-KS,Hays,yes,KHYS,HYS,KHYS,HYS,,https://en.wikipedia.org/wiki/Hays_Regional_Airport,
40112,3602,KIAD,large_airport,Washington Dulles International Airport,38.9445,-77.455803,312.0,,US,US-VA,Dulles,yes,KIAD,IAD,KIAD,IAD,http://www.mwaa.com/dulles/,https://en.wikipedia.org/wiki/Washington_Dulles_International_Airport,WAS
40113,3603,KIAG,medium_airport,Niagara Falls International Airport,43.1073,-78.946198,589.0,,US,US-NY,Niagara Falls,yes,KIAG,IAG,KIAG,IAG,https://www.niagarafallsairport.com/,https://en.wikipedia.org/wiki/Niagara_Falls_International_Airport,
40114,3604,KIAH,large_airport,George Bush Intercontinental Airport,29.9844,-95.3414,97.0,,US,US-TX,Houston,yes,KIAH,IAH,KIAH,IAH,http://www.fly2houston.com/iah,https://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,QHO
40119,3605,KICT,medium_airport,Wichita Dwight D. Eisenhower National Airport,37.650314,-97.428583,1333.0,,US,US-KS,Wichita,yes,KICT,ICT,KICT,ICT,https://flywichita.com,https://en.wikipedia.org/wiki/Wichita_Dwight_D._Eisenhower_National_Airport,Mid-Continent Airport
40120,3606,KIDA,medium_airport,Idaho Falls Regional Airport,43.514599,-112.070999,4744.0,,US,US-ID,Idaho Falls,yes,KIDA,IDA,KIDA,IDA,,https://en.wikipedia.org/wiki/Idaho_Falls_Regional_Airport,Fanning Field
40141,3609,KILM,medium_airport,Wilmington International Airport,34.272345,-77.905117,32.0,,US,US-NC,Wilmington,yes,KILM,ILM,KILM,ILM,https://flyilm.com,https://en.wikipedia.org/wiki/Wilmington_International_Airport,
40146,20177,KIMT,medium_airport,Ford Airport,45.81911,-88.114557,1182.0,,US,US-MI,Kingsford,yes,KIMT,IMT,KIMT,IMT,http://www.fordairport.org/,https://en.wikipedia.org/wiki/Ford_Airport_(Iron_Mountain),Iron Mountain
40147,3610,KIND,large_airport,Indianapolis International Airport,39.7173,-86.294403,797.0,,US,US-IN,Indianapolis,yes,KIND,IND,KIND,IND,http://www.indianapolisairport.com/,https://en.wikipedia.org/wiki/Indianapolis_International_Airport,
40151,3612,KINL,medium_airport,Falls International Airport,48.566200256347656,-93.4030990600586,1185.0,,US,US-MN,International Falls,yes,KINL,INL,KINL,INL,,https://en.wikipedia.org/wiki/Falls_International_Airport,
40165,3616,KISP,medium_airport,Long Island MacArthur Airport,40.796324,-73.101703,99.0,,US,US-NY,Islip,yes,KISP,ISP,KISP,ISP,https://flymacarthur.com,https://en.wikipedia.org/wiki/Long_Island_MacArthur_Airport,Islip Airport
40168,20193,KITH,medium_airport,Ithaca Tompkins Regional Airport,42.49100112915039,-76.4583969116211,1099.0,,US,US-NY,Ithaca,yes,KITH,ITH,KITH,ITH,,https://en.wikipedia.org/wiki/Ithaca_Tompkins_Regional_Airport,
40170,3617,KIWA,medium_airport,Mesa Gateway Airport,33.3078,-111.654999,1382.0,,US,US-AZ,Mesa,yes,KIWA,AZA,KIWA,IWA,https://www.gatewayairport.com/,https://en.wikipedia.org/wiki/Phoenix%E2%80%93Mesa_Gateway_Airport,"Higley Field, CHD, Phoenix-Mesa Gateway Airport, Williams Air Force Base, Williams Gateway Airport"
40180,3618,KJAC,medium_airport,Jackson Hole Airport,43.6073,-110.737999,6451.0,,US,US-WY,Jackson,yes,KJAC,JAC,KJAC,JAC,http://jacksonholeairport.com/,https://en.wikipedia.org/wiki/Jackson_Hole_Airport,
40181,3619,KJAN,medium_airport,Jackson-Medgar Wiley Evers International Airport,32.311199,-90.075897,346.0,,US,US-MS,Jackson,yes,KJAN,JAN,KJAN,JAN,,https://en.wikipedia.org/wiki/Jackson-Evers_International_Airport,
40184,3620,KJAX,large_airport,Jacksonville International Airport,30.492469,-81.687813,30.0,,US,US-FL,Jacksonville,yes,KJAX,JAX,KJAX,JAX,https://www.flyjacksonville.com/,https://en.wikipedia.org/wiki/Jacksonville_International_Airport,
40192,3622,KJFK,large_airport,John F. Kennedy International Airport,40.639447,-73.779317,13.0,,US,US-NY,New York,yes,KJFK,JFK,KJFK,JFK,https://www.jfkairport.com/,https://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport,"Manhattan, New York City, NYC, Idlewild, IDL, KIDL"
40197,20214,KJKA,small_airport,Jack Edwards National Airport,30.290501,-87.671799,17.0,,US,US-AL,Gulf Shores,no,KJKA,GUF,KJKA,JKA,https://www.flyjka.com/,https://en.wikipedia.org/wiki/Jack_Edwards_Airport,AL15
40200,3623,KJLN,medium_airport,Joplin Regional Airport,37.151798,-94.498299,981.0,,US,US-MO,Joplin,yes,KJLN,JLN,KJLN,JLN,,https://en.wikipedia.org/wiki/Joplin_Regional_Airport,
